Frequency Rank,Headword,Definitions,Morpheus,*Comments*,CL5,AG,AL,K&R,Wheelock,Shelmerdine,Part of Speech,Semantic Group
21,ā 1,from (+abl.),ab,,,,,,,,Preposition,Place
21,ā 2,by (+abl.),ab,,,,,,,,Preposition,Place
21,ab 1,from (+abl.),ab,,,,,,,,Preposition,Place
21,ab 2,by (+abl.),ab,,,,,,,,Preposition,Place
553,abeō -īre -iī -itum,go away,,,,FALSE,FALSE,5,,,Verb: Irregular,Motion
21,abs 1,from (+abl.),ab,,,,,,,,Preposition,Place
21,abs 2,by (+abl.),ab,,,TRUE,FALSE,1,,,Preposition,Place
445,absum abesse āfuī,"be away, absent",,,,FALSE,FALSE,14,,,Verb: Irregular,Travel
36,ac,"and in addition, and also, and; (after comparatives) than; simul ac, as soon as; → atque",atque,ac does resolve to dcc atque,,TRUE,FALSE,,,,Conjunction,Conjunctions/Adverbs
614,accēdō -cēdere -cessī -cessum,approach,,,,FALSE,FALSE,5,,,Verb: 3rd Conjugation -ō,Motion
799,accidō -cidere -cidī,fall; happen,accido1,its actually marked accido1 rather than just accido,,FALSE,FALSE,14,,,Verb: 3rd Conjugation -ō,Motion
110,accipiō -cipere -cēpī -ceptum,receive,,,,FALSE,FALSE,5,,,Verb: 3rd Conjugation -iō,Social Life
587,ācer ācris ācre,"sharp, piercing",acer2,,,FALSE,FALSE,8,,,Adjective: 3rd Declension,Other Senses
439,aciēs -ēī f.,edge; line of battle,,,,TRUE,FALSE,8,,,Noun: 5th Declension,War and Peace
14,ad,"to, up to, towards (+acc.)",ad,only dcc lemma appears,,TRUE,FALSE,1,,,Preposition,Place
433,addō -dere -didī -ditum,give to,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Social Life
886,addūcō -ere -dūxī -ductum,"lead to, induce",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
555,adeō,"(adv.) to such a degree, so",adeo2,,,FALSE,FALSE,14,,,Adverb,Conjunctions/Adverbs
595,adeō -īre -iī -itum,go to,adeo1,,,FALSE,FALSE,,,,Verb: Irregular,Motion
959,adhibeō -hibēre -hibuī -hibitum,apply,,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Making/Doing
379,adhūc,"thus far, to this point",,,,FALSE,FALSE,,,,Adverb,Place
279,adsum adesse affuī,be present,,,,TRUE,FALSE,14,,,Verb: Irregular,Place
987,adveniō -īre -vēnī -ventum,"come to, arrive at",,,,TRUE,FALSE,,,,Verb: 4th Conjugation,Travel
460,adversum 1,"facing, opposite, against, opposed (to)",adversus3,which doesn’t show up in Hedera? But this whole situation in Perseus is confusing,,FALSE,FALSE,,,,Adverb,War and Peace
460,adversum 2,"facing, opposite, against, opposed (to)",adversus3,,,,,,,,Preposition,War and Peace
460,adversus 1,"facing, opposite, against, opposed (to)",adversus3,,,,,,,,Adverb,War and Peace
460,adversus 2,"facing, opposite, against, opposed (to)",adversus3,,,,,,,,Preposition,War and Peace
657,adversus -a -um,"facing, opposed; unfavorable",adversus,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,War and Peace
986,advertō -vertere -vertī -versum,turn towards,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Motion
965,aedēs -is f.,building; (pl.) house,,,,FALSE,FALSE,,,,Noun: 3rd Declension,The House
810,aeger aegra aegrum,sick,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Life and Being
984,aegrē,with difficulty,aeger,"aegrē is separate from aeger in dcc but it’s not being found, whereas aequē is",,FALSE,FALSE,,,,Adverb,Life and Being
904,aequē,equally,aequus,this is giving choice of aequē or aequus from dcc which is fine,,FALSE,FALSE,,,,Adverb,Justice
424,aequor aequoris n.,"level surface, sea, plain",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Earth and Water
610,aequus -a -um,equal,,,,TRUE,FALSE,10,,,Adjective: 1st and 2nd Declension,Justice
845,āēr āeris m.,air,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Air and Fire
744,aes aeris n.,"copper, bronze",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Business/Money
308,aetās -tātis f.,"age, time of life",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Lengths of Time
734,aeternus -a -um,"everlasting, eternal",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Lengths of Time
851,aethēr aetheris n.,"pure upper air, ether, heaven, sky",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Air and Fire
875,aevum -i n.,"eternity; lifetime, age",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Lengths of Time
514,afferō afferre attulī allātum,bring to,,,,TRUE,FALSE,,,,Verb: Irregular,Verbs of Transport
958,afficiō -ficere -fēcī -fectum,"affect, visit with (+ abl.)",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Social Life
324,ager agrī m.,field,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Animals/Plants
578,agitō -āre,drive,,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Verbs of Compelling/Directing
358,āgmen -minis n.,line of march,,,,FALSE,FALSE,,,,Noun: 3rd Declension,War and Peace
69,agō agere ēgī āctum,"drive, do, act",,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
406,aiō,"say, affirm, say yes; ut āiunt: as they say",,,,FALSE,FALSE,,,,Verb: Irregular,Speech/Oratory
925,albus -a -um,white,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Vision
37,aliās,at another time,alias,,,FALSE,FALSE,,,,,
367,aliēnus -a -um,"foreign, strange",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Geography
763,aliquandō,"at some time, at length",,,,FALSE,FALSE,,,,Adverb,Time
77,aliquis -quae -quod,"some, any; si quis, si quid: anyone who, anything that",,,,TRUE,FALSE,,,,Pronoun,Pronouns/Interrogatives
782,aliter,"otherwise, differently",,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
37,alius -a -ud,"other, another",alius2,,,TRUE,FALSE,,,,Adjective: 1st and 2nd Declension,Pronouns/Interrogatives
817,alō alere aluī alitum,nourish,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Life and Being
148,alter altera alterum,other of two,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Measurement
159,altus -a -um,"high, lofty; deep",altus1,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Geography
219,amāns -ntis m./f.,lover,amo,split from dcc amō,,FALSE,FALSE,,,,,
198,amīca -ae f. ,friend,,split from dcc amīcus -a -um,,FALSE,FALSE,,,,,
690,amīcitia -ae f.,friendship,,,,FALSE,FALSE,,,,Noun: 1st Declension,Social Life
198,amīcus -ī m.,friend,amicus2,,,FALSE,FALSE,,,,,
198,amīcus -a -um,friendly,amicus1,,,TRUE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
486,āmittō -mittere -mīsī -missum,"let go, send away",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
467,amnis -is m.,"river, torrent",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Earth and Water
219,amō -āre,to love,,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Love
116,amor -ōris m.,love,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Love
915,amplus -a -um,"large, spacious",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Measurement
94,an,or (in questions); utrum ... an: whether ... or,,,,FALSE,FALSE,,,,Conjunction,Conjunctions/Adverbs
493,anima -ae f.,"breath, spirit",,,,FALSE,FALSE,,,,Noun: 1st Declension,Life and Being
547,animal -ālis n.,"a living being, an animal",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Animals/Plants
40,animus -ī m.,"spirit, mind",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Life and Being
167,annus -ī m.,year,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Lengths of Time
112,ante 1,"before, in front (adv.)",,adv and prep have same morpheus ,,,,,,,Preposition,Time
112,ante 2,"before, in front of (prep. + acc.)",,adv and prep have same morpheus ,,FALSE,FALSE,,,,Preposition,Time
787,antequam,before,,,,FALSE,FALSE,,,,Conjunction,Time
617,antīquus -a -um,"ancient, old-time, former",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Lengths of Time
837,aperiō aperīre aperuī apertum,open,,,,FALSE,FALSE,,,,Verb: 4th Conjugation,The House
830,appāreō -ēre -uī,"appear, become visible",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Vision
700,appellō -pellāre,"call, address, name",appello2,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Social Life
916,aptus -a -um,"fit, suitable",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
205,apud,"near, in the presence of (+acc.)",,,,FALSE,FALSE,,,,Preposition,Place
272,aqua -ae f.,water,,,,FALSE,FALSE,,,,Noun: 1st Declension,Earth and Water
374,āra -ae f.,altar,,,,FALSE,FALSE,,,,Noun: 1st Declension,Religion
963,arbitror arbitrārī arbitrātus sum,"consider, think",,,,FALSE,FALSE,,,,Verb: Deponent,Education/Knowledge
468,arbor arboris f.,tree,arbor1,,,FALSE,FALSE,,,,Noun: 3rd Declension,Animals/Plants
618,ārdeō ārdēre ārsī ārsum,"blaze, glow; be eager",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Air and Fire
849,argentum -ī n.,"silver, money",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Business/Money
98,arma -ōrum n. pl.,"arms, weapons",,,,TRUE,FALSE,,,,Noun: 2nd Declension,War and Peace
258,ars artis f.,skill,,,,TRUE,FALSE,,,,Noun: 3rd Declension,Education/Knowledge
637,arvum -ī n.,"ploughed land, field",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Animals/Plants
638,arx arcis f.,"citadel, castle; summit",,,,FALSE,FALSE,,,,Noun: 3rd Declension,The City
990,ascendō -ere -scendī -scēnsum,"climb up, ascend",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Travel
483,aspiciō -ere -spēxī -spectum,"look to or at, behold",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Vision
685,astrum -ī n.,star; constellation,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Air and Fire
74,at,"but, but yet",,,,TRUE,FALSE,,,,Conjunction,Conjunctions/Adverbs
35,atque,"and in addition, and also, and; (after comparatives) than; simul atque, as soon as; → ac",,,,FALSE,FALSE,,,,Conjunction,Conjunctions/Adverbs
546,auctor -ōris m.,"originator, founder",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Writing/Poetry
898,auctōritās -ātis f.,"influence, clout, authority",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Social Life
876,audāx audācis,"bold, daring; reckless",,,,TRUE,FALSE,,,,Adjective: 3rd Declension,Personality Traits/Characteristics
270,audeō audēre ausus sum,"dare, be eager",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Personality Traits/Characteristics
165,audiō -īre -īvī/-iī -ītum,"hear, listen to",,,,TRUE,FALSE,,,,Verb: 4th Conjugation,Other Senses
556,auferō auferre abstulī ablātum,take away,,,,FALSE,FALSE,,,,Verb: Irregular,Verbs of Transport
709,augeō augēre auxī auctum,increase,,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Making/Doing
420,aura -ae f.,breeze,,,,FALSE,FALSE,,,,Noun: 1st Declension,Air and Fire
691,aureus -a -um,golden; splendid,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Business/Money
366,auris -is f.,ear,,,,TRUE,FALSE,,,,Noun: 3rd Declension,The Body
303,aurum -ī n.,gold,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Business/Money
24,aut,or,,,,FALSE,FALSE,,,,Conjunction,Conjunctions/Adverbs
123,autem,"moreover, but, however",,,,TRUE,FALSE,,,,Conjunction,Conjunctions/Adverbs
543,auxilium -ī n.,"support, assistance; (pl.) auxiliary forces",,,,FALSE,FALSE,,,,Noun: 2nd Declension,War and Peace
855,avis -is f.,bird,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Animals/Plants
768,barbarus -ī m.,"foreigner, barbarian",,,,TRUE,FALSE,,,,Noun: 2nd Declension,War and Peace
408,beātus -a -um,"happy, blessed, prosperous, fortunate",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
86,bellum -ī n.,war,,,,FALSE,FALSE,,,,Noun: 2nd Declension,War and Peace
235,bene,well,,,,FALSE,FALSE,,,,Adverb,Personality Traits/Characteristics
182,beneficium -ī n.,"service, kindness",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Social Life
68,bonus -a -um,good,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
808,bōs bovis m.,ox; gen. pl. boum,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Animals/Plants
589,brevis -e,"short, shallow, brief",,,,TRUE,FALSE,,,,Adjective: 3rd Declension,Measurement
992,breviter,briefly,,,,FALSE,FALSE,,,,Adverb,Measurement
210,cadō cadere cecidī cāsum,"fall, be killed",,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,Violence
728,caecus -a -um,"blind, unseeing; dark, obscure",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Vision
415,caedēs -is f.,"killing, slaughter",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Violence
612,caedō caedere cecīdī caesum,"strike, kill, cut down",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Violence
960,caelestis -e,"from or of heaven; caelestēs, the gods",,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Air and Fire
117,caelum -ī n.,"sky, heavens",caelum1,,,TRUE,FALSE,,,,Noun: 2nd Declension,Air and Fire
391,campus -ī m.,"plain, field",campus1,,,FALSE,FALSE,,,,Noun: 2nd Declension,Earth and Water
692,candidus -a -um,"white, fair",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Vision
687,canis -is m./f.,dog,canis1,,,FALSE,FALSE,,,,Noun: 3rd Declension,Animals/Plants
389,canō canere cecinī cantum,sing,,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,Writing/Poetry
131,capiō capere cēpī captum,seize,capio1,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -iō,War and Peace
124,caput capitis n.,head,,,,TRUE,FALSE,,,,Noun: 3rd Declension,The Body
572,careō -ēre -uī,lack (+ abl.),,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Business/Money
254,carmen -inis n.,song,carmen1,,,TRUE,FALSE,,,,Noun: 3rd Declension,Writing/Poetry
462,cārus -a -um,dear,carus1,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
224,castrum -ī n.,"fortress, (regularly plural, castra camp)",,,,TRUE,FALSE,,,,Noun: 2nd Declension,War and Peace
838,castus -a -um,"pure, spotless, chaste",castus1,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
344,cāsus -ūs m.,"a fall; chance, accident",casus1,,,FALSE,FALSE,,,,Noun: 4th Declension,Violence
107,causā,for the sake of (+ preceding genitive),,split from causa noun,,,,,,,Noun: 1st Declension,Speech/Oratory
107,causa -ae f.,"cause, reason",,,,TRUE,FALSE,,,,Noun: 1st Declension,Speech/Oratory
941,caveō cavēre cāvī cautum,"be on guard, beware",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Violence
304,cēdō cēdere cessī cessum,"go, move; yield",cedo1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,War and Peace
893,celebrō -āre,"frequent, throng, crowd",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,The City
745,celer -is -e,swift,celer1,,,TRUE,FALSE,,,,Adjective: 3rd Declension,Time
967,celeriter,quickly,,,,FALSE,FALSE,,,,Adverb,Time
928,cēnseō cēnsēre cēnsuī cēnsum,"assess, rate; think, decide",censeo1,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Education/Knowledge
730,centum,one hundred,,,,FALSE,FALSE,,,,Adjective: Numeral,Measurement
655,cernō cernere crēvī crētum,"discern, separate",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Education/Knowledge
601,certē,"certainly, surely",certus,,,TRUE,FALSE,,,,Adverb,Measurement
864,certō -āre,"decide by contest; fight, compete, vie",certo2,,,TRUE,FALSE,,,,Verb: 1st Conjugation,Athletics
285,certus -a -um,"sure, fixed",,,,TRUE,FALSE,,,,Adjective: 1st and 2nd Declension,Measurement
571,cēterum,"for the rest, in addition, however, that may be",,,,FALSE,FALSE,,,,Adverb,Pronouns/Interrogatives
596,cēterus -a -um,"the others, the rest",,,,TRUE,FALSE,,,,Adjective: 1st and 2nd Declension,Pronouns/Interrogatives
863,cibus -ī m.,food,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Life and Being
814,cingō cingere cīnxī cīnctum,"encircle, surround, gird",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,War and Peace
779,cinis cineris m./f.,"ashes, embers",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Air and Fire
735,circā 1,around,,,,FALSE,FALSE,,,,Adverb,Place
735,circā 2,around (+acc.),,,,FALSE,FALSE,,,,Preposition,Place
590,citō,swiftly,cieo,split from citus ,,,,,,,Adjective: 1st and 2nd Declension,Time
590,citus -a -um,swift,cieo,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Time
471,cīvis -is m./f.,citizen,,,,FALSE,FALSE,,,,Noun: 3rd Declension,The City
346,cīvitās -ātis f.,"citizenship, state",,,,FALSE,FALSE,,,,Noun: 3rd Declension,The City
605,clāmor -ōris m.,"outcry, shout",,,,TRUE,FALSE,,,,Noun: 3rd Declension,Speech/Oratory
395,clārus -a -um,"clear, distinguished",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
505,classis -is f.,"class, division, fleet",,,,FALSE,FALSE,,,,Noun: 3rd Declension,War and Peace
392,claudō claudere clausī clausum,"close, shut",claudo1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,The House
312,coepī coepisse coeptus,begin,coepio,,,FALSE,FALSE,,,,Verb: Irregular,Time
515,cōgitō -āre,"think, reflect",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Education/Knowledge
339,cōgnōscō -gnōscere -gnōvī -gnitum,"learn, understand",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Education/Knowledge
250,cōgō cōgere coēgī coāctum,drive together; compel,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
666,cohors cohortis f.,"cohort, band, troop",,,,FALSE,FALSE,,,,Noun: 3rd Declension,War and Peace
820,colligō -ere -lēgī -lēctum,"gather together, collect",colligo1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
333,colō colere coluī cultum,"inhabit, cultivate",colo1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Animals/Plants
725,color -ōris m.,color,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Vision
405,coma -ae f.,"hair, tresses",,,,FALSE,FALSE,,,,Noun: 1st Declension,The Body
448,comes comitis m./f.,"companion, comrade; attendant, follower",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Social Life
608,committō -mittere -mīsī -missum,"join, entrust to (+ dat.); perform, do",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Social Life
660,commūnis -e,"common, general",,,,FALSE,FALSE,,,,Adjective: 3rd Declension,The City
890,comparō -āre,"get ready, provide; compare",comparo1,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Business/Money
443,compōnō -pōnere posuī positum,"build, construct, arrange",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Making/Doing
663,concēdō -cēdere -cessī -cessum,"yield, withdraw",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,War and Peace
920,condīciō -ōnis f.,"agreement, condition",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Business/Money
540,condō -dere -didī -ditum,"build, found; store up; hide, conceal",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,The City
645,cōnferō cōnferre contulī collātum,"collect, bring to",,,,FALSE,FALSE,,,,Verb: Irregular,Verbs of Transport
894,cōnficiō -ficere -fēcī -fectum,"complete, accomplish; destroy, kill, consume",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Violence
972,cōnfiteor cōnfitērī cōnfessus sum,"admit (a fact), confess (a crime); reveal, disclose",,,,FALSE,FALSE,,,,Verb: Deponent,Justice
218,coniunx coniugis m./f.,"spouse, husband, wife",conjunx,i/j problem,,FALSE,FALSE,,,,Noun: 3rd Declension,The Household
905,cōnor cōnārī cōnātus sum,"try, attempt",,,,FALSE,FALSE,,,,Verb: Deponent,Making/Doing
917,cōnsequor -sequī -secūtus sum,"follow up, overtake, attain",,,,FALSE,FALSE,,,,Verb: Deponent,Motion
217,cōnsilium -ī n.,"plan; council, group of advisors",,,,TRUE,FALSE,,,,Noun: 2nd Declension,The City
780,cōnsistō -sistere -stitī,"take position; consist in, be composed of",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Speech/Oratory
652,cōnstituō -stituere -stituī -stitūtum,"establish, put together",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Making/Doing
731,cōnstō -stāre -stitī,"agree; constat, it is established that (+ acc. and infin.)",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Speech/Oratory
954,cōnsuētūdo -inis f.,"custom, habit",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Personality Traits/Characteristics
321,cōnsul -ulis m.,consul,,,,FALSE,FALSE,,,,Noun: 3rd Declension,The City
757,cōnsulō -sulere -suluī -sultum,"consult, plan (+ acc.); consider the interests of (+dat)",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,The City
869,cōnsūmō -sūmere -sūmpsī -sūmptum,"to use up, consume",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Life and Being
615,contemnō -temnere -tempsī -temptum,"despise, scorn, disdain",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Emotions
804,contineō -tinēre -tinuī -tentum,"contain, restrain",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Verbs of Compelling/Directing
494,contingō -tingere -tigī -tactum,"touch, be contiguous to",contingo1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Place
271,contrā 1,"against, opposite",,split from preposition,,TRUE,FALSE,,,,Adverb,Place
271,contrā 2,"against, opposite (+acc.)",,,,FALSE,FALSE,,,,Preposition,Place
698,conveniō -venīre -vēnī -ventum,"assemble, meet; agree",,,,FALSE,FALSE,,,,Verb: 4th Conjugation,Social Life
834,convertō -vertere -vertī -versum,"turn about, turn, change",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Motion
921,convīvium -iī n.,"banquet, feast",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Social Life
331,cōpia -ae f.,abundance; (pl.) troops,copia1,,,FALSE,FALSE,,,,Noun: 1st Declension,War and Peace
795,cor cordis n.,"heart; cordī est, it is pleasing to (+ dat.)",,,,FALSE,FALSE,,,,Noun: 3rd Declension,The Body
591,cornu -ūs n.,horn,,,,TRUE,FALSE,,,,Noun: 4th Declension,Animals/Plants
75,corpus corporis n.,body,,,,FALSE,FALSE,,,,Noun: 3rd Declension,The Body
870,corrumpō -rumpere -rūpī -ruptum,"break up, destroy, ruin",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Violence
109,crēdō crēdere crēdidī crēditum,believe,,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,Education/Knowledge
978,creō -āre,"produce, create; elect, choose",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Making/Doing
609,crēscō crēscere crēvī crētum,"grow, increase",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Animals/Plants
475,crīmen -inis n.,"verdict, accusation",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Justice
769,culpa -ae f.,"guilt, fault, blame",,,,FALSE,FALSE,,,,Noun: 1st Declension,Justice
10,cum 1,with (prep. + abl.),cum1,split from conjunction,,FALSE,FALSE,,,,Preposition,Conjunctions/Adverbs
10,cum 2,"when, since, although (conjunction + subj.)",cum2,,,TRUE,FALSE,,,,Conjunction,Conjunctions/Adverbs
292,cūnctus -a -um,entire all together,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Measurement
906,cupīdō -inis f.,"desire, eagerness, craving",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Love
441,cupiō -ere -īvī -ītum,desire,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Love
404,cūr,why?,,,,TRUE,FALSE,,,,Adverb,Pronouns/Interrogatives
186,cūra -ae f.,"care, concern",,,,TRUE,FALSE,,,,Noun: 1st Declension,Love
743,cūrō -āre,"watch over, look after, care for (+ acc.)",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Love
562,currō currere cucurrī cursum,run,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Athletics
491,currus -ūs m.,chariot,,,,FALSE,FALSE,,,,Noun: 4th Declension,Athletics
351,cursus -ūs m.,"course, advance",,,,FALSE,FALSE,,,,Noun: 4th Declension,Athletics
622,custōs custōdis m.,guardian,,,,FALSE,FALSE,,,,Noun: 3rd Declension,The Household
751,damnō -āre,condemn,,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Justice
926,damnum -ī n.,"damage, injury",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Violence
46,dē,"down from, about, concerning (+ abl.)",,,,FALSE,FALSE,,,,Preposition,Place
42,dea -ae f.,goddess,dea,split from deus,,FALSE,FALSE,,,,Noun: 2nd Declension,Religion
155,dēbeō dēbēre dēbuī dēbitum,"owe, be obliged",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Business/Money
914,decem,ten,,,,FALSE,FALSE,,,,Adjective: Numeral,Measurement
800,dēcernō -cernere -crēvī -crētum,"determine, decide",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Education/Knowledge
718,decet decēre decuīt,"it is right, proper, fitting (+ acc. + infin.)",,,,FALSE,FALSE,,,,Verb: Impersonal,Personality Traits/Characteristics
548,decus decoris n.,"beauty, grace; ornament, glory, honor",decus1,Perseus only gives one thing for decus so unclear why it’s decus1,,FALSE,FALSE,,,,Noun: 3rd Declension,Personality Traits/Characteristics
661,dēdūcō -dūcere -dūxī -ductum,"launch, lead away",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Travel
653,dēfendō -fendere -fendī -fēnsum,"defend, ward off",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,War and Peace
805,dēferō -ferre -tulī -lātum,"carry away, report",,,,FALSE,FALSE,,,,Verb: Irregular,Verbs of Transport
676,deficiō -ficere -fēcī -fectum,"fail, give out; revolt from",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,War and Peace
150,dein,"then, next",deinde,split from deinde,,FALSE,FALSE,,,,Adverb,Time
150,deinde,"then, next",deinde,,,FALSE,FALSE,,,,Adverb,Time
796,dēnique,finally,,,,FALSE,FALSE,,,,Adverb,Time
802,dēscendō -scendere -scendī -scēnsum,"climb down, descend",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Travel
544,dēserō -ere dēseruī dēsertum,"leave, desert, abandon",desero2,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Motion
